CAMPO	,	0.000876741
MANZANO	,	0.000876507
DOMINGO	,	0.000875806
PADILLA	,	0.00086155
BALLESTEROS	,	0.000858688
LORENTE	,	0.000841218
ROS	,	0.000835083
PAZ	,	0.000834616
LUCAS	,	0.000834324
COLLADO	,	0.000824333
SAIZ	,	0.000822872
ZAMORA	,	0.000822463
ALARCON	,	0.000820711
CORRAL	,	0.000820302
AVILA	,	0.000820126
GUZMAN	,	0.000819192
RAMON	,	0.000817263
PACHECO	,	0.000817205
HURTADO	,	0.000815043
LUNA	,	0.000811362
AGUADO	,	0.000808616
ROJO	,	0.000806922
BERMUDEZ	,	0.000804585
CASTAÑO	,	0.000804351
OLIVA	,	0.000803884
MESA	,	0.000797165
MORAL	,	0.000795996
MATA	,	0.000794477
ROIG	,	0.000790154
ASENSIO	,	0.000785947
HERAS	,	0.000780455
TRUJILLO	,	0.000779637
VALVERDE	,	0.000777183
ESCRIBANO	,	0.000761174
PINO	,	0.000760064
SORIA	,	0.000748963
CUEVAS	,	0.000748613
POLO	,	0.000745049
RIERA	,	0.000742595
CUENCA	,	0.000738447
HERNANDO	,	0.000737979
PEREIRA	,	0.000734824
PONCE	,	0.000728047
PAREDES	,	0.000727696
ALBA	,	0.000727346
QUESADA	,	0.00072682
NAVAS	,	0.000726645
AGUIRRE	,	0.000725535
ACOSTA	,	0.000722438
VALLEJO	,	0.000721153
ESCOBAR	,	0.000721036
OLIVER	,	0.000720977
PRADO	,	0.000719809
MARTOS	,	0.000718056
MURILLO	,	0.000714492
BARROSO	,	0.000713207
FONT	,	0.000713207
ANDREU	,	0.000706838
GALINDO	,	0.000706196
BAUTISTA	,	0.000699827
OLMO	,	0.000699769
CLEMENTE	,	0.00069638
DOMENECH	,	0.000693167
CABELLO	,	0.000692115
CORDERO	,	0.000690187
BARRERA	,	0.000686448
PULIDO	,	0.000678268
LLORENTE	,	0.000677508
SOLA	,	0.000675756
MORAN	,	0.000672717
LINARES	,	0.000669621
ARENAS	,	0.000669095
MENA	,	0.000667284
CARO	,	0.000661383
DE LA FUENTE	,	0.000659163
SALAZAR	,	0.000658812
SALA	,	0.000653203
CARRETERO	,	0.000647127
ARRIBAS	,	0.000645199
BARRIO	,	0.000643621
GRAU	,	0.000638129
VILLA	,	0.000636961
BURGOS	,	0.000635617
DEL RIO	,	0.000632812
BOSCH	,	0.000630475
COLL	,	0.000629132
MALDONADO	,	0.000627729
PUJOL	,	0.000626561
VILLALBA	,	0.000625568
LEAL	,	0.000625451
CARRERA	,	0.000624983
ESTEVE	,	0.000619959
DIEGO	,	0.000618732
ORDOÑEZ	,	0.000618089
ARAGON	,	0.000614525
REINA	,	0.000612188
PUENTE	,	0.000611545
SAINZ	,	0.000609384
COBO	,	0.000606813
HEREDIA	,	0.000604885
CARBONELL	,	0.0005984
CID	,	0.00059688
BALLESTER	,	0.000595069
HERRANZ	,	0.000593258
ARRANZ	,	0.000592498
SOLE	,	0.000582858
LUIS	,	0.000582215
CORDOBA	,	0.00058204
NICOLAS	,	0.000578885
CARRION	,	0.00057795
MIRALLES	,	0.000576314
NARANJO	,	0.00057351
CASTELLANO	,	0.000573276
VALLS	,	0.000573101
SAENZ	,	0.000567317
SANCHIS	,	0.000564337
SEVILLA	,	0.00056422
TOLEDO	,	0.000563052
OJEDA	,	0.000562
ALCARAZ	,	0.000561241
SASTRE	,	0.000560423
BONILLA	,	0.000558903
CALERO	,	0.000558728
MARQUES	,	0.000558319
VELA	,	0.000557034
JUAREZ	,	0.000553353
ALFONSO	,	0.000553061
DE LA TORRE	,	0.00054751
ROVIRA	,	0.000546634
VELAZQUEZ	,	0.000543479
OLIVARES	,	0.000536234
SALGADO	,	0.000536117
PELAEZ	,	0.000534014
CERVERA	,	0.000533138
MONTOYA	,	0.000528405
REQUENA	,	0.00052227
OCHOA	,	0.000521628
ROYO	,	0.000520693
AZNAR	,	0.000519875
PALOMO	,	0.000517421
VENTURA	,	0.000516837
CASANOVA	,	0.000515435
CHACON	,	0.000512747
VALENCIA	,	0.000511462
MUÑIZ	,	0.000510702
VAQUERO	,	0.000510468
CASTILLA	,	0.000508949
LATORRE	,	0.00050597
FRAILE	,	0.000505619
TORO	,	0.000503632
RINCON	,	0.00050334
RECIO	,	0.000499017
CALLE	,	0.000498082
BARRIOS	,	0.000495044
CACERES	,	0.000494518
PIÑEIRO	,	0.000493642
CUADRADO	,	0.000490311
GONZALO	,	0.000490078
PEREA	,	0.000489844
CARBALLO	,	0.000489785
SOLIS	,	0.000486163
HARO	,	0.000485696
CANTERO	,	0.000484469
CATALAN	,	0.000483359
MADRID	,	0.000482599
AREVALO	,	0.000482365
HUERTA	,	0.000479444
BONET	,	0.000477925
ANGULO	,	0.000476756
VILLEGAS	,	0.000476231
JOSE	,	0.000474712
VIVES	,	0.00047401
RIBAS	,	0.000473192
SALINAS	,	0.000471966
CEBRIAN	,	0.000467525
COBOS	,	0.000467291
BELMONTE	,	0.000466298
PLA	,	0.000466298
BILBAO	,	0.000463611
SEBASTIAN	,	0.000461449
LOSADA	,	0.000459755
AYALA	,	0.000459521
LAGO	,	0.000459346
REAL	,	0.000458937
OCAÑA	,	0.000456775
LAFUENTE	,	0.000456366
BAENA	,	0.000455139
CAMARA	,	0.000455139
CALLEJA	,	0.000454029
BARBA	,	0.000453912
CARDONA	,	0.000453853
MARRERO	,	0.000453795
DE LA CRUZ	,	0.000453036
GUIJARRO	,	0.00045286
BELLO	,	0.000449881
MATEU	,	0.000449764
ALFARO	,	0.00044842
TENA	,	0.000446609
CEREZO	,	0.000445908
PORRAS	,	0.000444797
MEJIAS	,	0.000444564
SAAVEDRA	,	0.000443629
GRANADOS	,	0.000441584
ZAPATA	,	0.00044135
BARBERO	,	0.000441
BARTOLOME	,	0.000440766
BARCELO	,	0.000439539
CASTELLANOS	,	0.000439539
LLORENS	,	0.000438955
SOSA	,	0.000435683
FRUTOS	,	0.000431885
VALLES	,	0.00043171
BARREIRO	,	0.000430892
CORREA	,	0.000427795
FERREIRO	,	0.000426802
VALDES	,	0.000426393
MELERO	,	0.00042616
BORRAS	,	0.000425342
CRIADO	,	0.00042353
ALCALDE	,	0.000422771
ESTRADA	,	0.000422303
EGEA	,	0.000421369
AGUDO	,	0.000420434
PINTO	,	0.000420025
FERRERO	,	0.000419674
CARDENAS	,	0.000418915
CORRALES	,	0.000418447
CABEZAS	,	0.000416928
RUANO	,	0.000416811
LOS	,	0.000416636
VERGARA	,	0.00041465
NAVARRETE	,	0.000413247
FRIAS	,	0.000413189
CASTELLO	,	0.00041091
MORCILLO	,	0.000410268
GINER	,	0.000407931
BORREGO	,	0.00040647
PEINADO	,	0.000405301
TEJERO	,	0.000405185
FUERTES	,	0.000404191
HUERTAS	,	0.000404133
CANOVAS	,	0.000403081
PINEDA	,	0.000402614
SERNA	,	0.000402263
GASCON	,	0.000399926
PRATS	,	0.000399926
GRANDE	,	0.000399459
GAMEZ	,	0.000399167
PABLO	,	0.000398816
CARRERAS	,	0.000398115
ECHEVARRIA	,	0.000397531
TAPIA	,	0.000397414
BARRAGAN	,	0.000396538
PALMA	,	0.000396129
PAVON	,	0.000395135
SEGOVIA	,	0.00039385
ALCAZAR	,	0.00039309
ALCALA	,	0.000391338
LLAMAS	,	0.000390987
PORTILLO	,	0.000389994
ARJONA	,	0.000389001
CABEZA	,	0.000388124
LLOPIS	,	0.000387306
JORGE	,	0.000386722
VELEZ	,	0.00038567
GARCES	,	0.000385261
LAGUNA	,	0.000385261
NADAL	,	0.000385261
QUINTERO	,	0.000384385
ALCAIDE	,	0.000383275
ROMERA	,	0.000381639
MINGUEZ	,	0.000380879
QUIROS	,	0.000380529
PENA	,	0.000380354
REBOLLO	,	0.000379769
NOGUERA	,	0.000379652
ESPEJO	,	0.000378192
MOYANO	,	0.000376731
DORADO	,	0.000374394
SAN JOSE	,	0.000374044
FELIPE	,	0.000372291
ALCANTARA	,	0.000371765
PERIS	,	0.000371473
FALCON	,	0.000370246
HERVAS	,	0.000369662
LUENGO	,	0.00036861
FUSTER	,	0.000368376
YAÑEZ	,	0.000368142
MORILLO	,	0.000367149
VALENZUELA	,	0.000367091
PIZARRO	,	0.000366039
RIPOLL	,	0.00036563
BARRANCO	,	0.000364053
TEJEDOR	,	0.000363352
PERALTA	,	0.000363293
ARCE	,	0.000363118
POVEDA	,	0.000362884
BECERRA	,	0.000362183
CHAMORRO	,	0.000361949
CATALA	,	0.000361657
MARI	,	0.000361423
ARIZA	,	0.000360138
ALEGRE	,	0.000359671
LOBATO	,	0.000358444
SOLANO	,	0.000357859
MONTESINOS	,	0.000356574
GORDILLO	,	0.000356107
FREIRE	,	0.000356048
PALOMARES	,	0.000355815
AMO	,	0.000355522
TIRADO	,	0.000355289
DUQUE	,	0.00035488
MIRA	,	0.000354412
GALVAN	,	0.000354062
SALCEDO	,	0.00035301
MOLERO	,	0.000352309
RIBERA	,	0.000351783
AMADOR	,	0.000350848
FRANCISCO	,	0.000349212
PEDRO	,	0.000348803
VALIENTE	,	0.000348044
MIRO	,	0.000347985
BLAS	,	0.000347752
ZARAGOZA	,	0.00034746
PRADA	,	0.000347168
FERRE	,	0.000347109
VAL	,	0.000346466
DAVILA	,	0.000345473
GODOY	,	0.000344538
PANIAGUA	,	0.000344013
MAROTO	,	0.000343954
ARCOS	,	0.000343779
MELLADO	,	0.000343604
PALLARES	,	0.000343428
PERALES	,	0.000343195
CHAVES	,	0.000341851
OLMOS	,	0.0003415
ROSADO	,	0.000340916
MAESTRE	,	0.000339338
AYUSO	,	0.000339222
OLMEDO	,	0.000338462
AVILES	,	0.000336592
VERDU	,	0.000336417
BAEZA	,	0.000334898
CLIMENT	,	0.000334898
FERRANDO	,	0.000334255
PRAT	,	0.00033408
GARZON	,	0.000333846
SOUTO	,	0.000333145
PAZOS	,	0.000331801
TEJADA	,	0.000331568
ZABALA	,	0.000330633
SAN MARTIN	,	0.000329523
CERDA	,	0.000328705
BAÑOS	,	0.000328646
BELLIDO	,	0.000326017
ALVARO	,	0.000325608
AMOROS	,	0.000325082
DIOS	,	0.000325024
GAGO	,	0.000324966
MONTORO	,	0.00032444
VIZCAINO	,	0.000324381
ROSALES	,	0.000324265
MAYOR	,	0.000322103
BADIA	,	0.000321927
VIÑAS	,	0.000321285
PUERTAS	,	0.000320759
MANSO	,	0.00032035
MORO	,	0.000320058
TELLO	,	0.000319415
PALOMINO	,	0.000318597
CAMPILLO	,	0.000317662
ZAFRA	,	0.00031737
ABELLAN	,	0.000317195
SANJUAN	,	0.000316494
PIÑERO	,	0.000315676
CARVAJAL	,	0.000313631
OSUNA	,	0.000313222
DEL VALLE	,	0.000312871
SOBRINO	,	0.000312813
CARREÑO	,	0.000312112
CONESA	,	0.000310885
ALAMO	,	0.000310184
ECHEVERRIA	,	0.000310184
MARTORELL	,	0.000310125
CAMPS	,	0.000309775
FRANCES	,	0.000308314
CASAL	,	0.000307788
VALERA	,	0.000306795
PAREJA	,	0.000306328
VILAR	,	0.000305802
YUSTE	,	0.000303523
BALAGUER	,	0.000302764
CAÑAS	,	0.000302238
SEGARRA	,	0.000301245
MIR	,	0.000301128
BERENGUER	,	0.000300777
ALBERT	,	0.00029955
DUARTE	,	0.000299375
FAJARDO	,	0.000298966
LOBO	,	0.000298674
TORTOSA	,	0.00029844
BUSTOS	,	0.000298148
ATIENZA	,	0.000297973
MOSQUERA	,	0.000297622
PLANAS	,	0.000297272
BARBERA	,	0.000297038
FIGUEROA	,	0.00029698
SEOANE	,	0.000296746
SALMERON	,	0.000296162
ARMAS	,	0.000295811
PALAU	,	0.000295285
PALACIO	,	0.000294058
URBANO	,	0.000292831
BOIX	,	0.000292773
PERAL	,	0.000291137
DIEGUEZ	,	0.000291079
BARRERO	,	0.000290085
ESPADA	,	0.000289852
FARRE	,	0.000289501
DE LA ROSA	,	0.000289267
MONGE	,	0.000289092
MURCIA	,	0.000288625
JEREZ	,	0.000288449
JORDAN	,	0.000288274
IGLESIA	,	0.000288099
CERRO	,	0.000287924
PUERTA	,	0.000287573
CAZORLA	,	0.000287456
ABRIL	,	0.000287106
UBEDA	,	0.00028693
COMAS	,	0.00028658
JAEN	,	0.000286521
GOÑI	,	0.000286463
LEIVA	,	0.000285586
MESTRE	,	0.000285294
PUERTO	,	0.000285178
MANZANARES	,	0.000284885
ROBLEDO	,	0.000284535
CASTAÑEDA	,	0.000284067
LEDESMA	,	0.000283366
MANRIQUE	,	0.000282724
PAEZ	,	0.000282256
PEIRO	,	0.000282081
CEBALLOS	,	0.000281555
FRAGA	,	0.00028138
HERREROS	,	0.000280679
LLORET	,	0.000278984
CODINA	,	0.000277816
VILLAVERDE	,	0.000277524
NOVOA	,	0.00027729
PINILLA	,	0.000276706
MACIA	,	0.000276472
DEL POZO	,	0.00027618
CANALES	,	0.000276121
VEIGA	,	0.000275771
MAYORAL	,	0.000275596
PADRON	,	0.000275245
ARNAU	,	0.000275128
OROZCO	,	0.000274602
BRITO	,	0.000274486
DUEÑAS	,	0.000274369
JULIAN	,	0.000274252
TERUEL	,	0.000272791
ENRIQUEZ	,	0.000271272
SAN JUAN	,	0.000270863
CHECA	,	0.000270104
JIMENO	,	0.000269402
CUBERO	,	0.000268468
PEÑALVER	,	0.000268409
SANS	,	0.000267767
SABATER	,	0.000267708
SOLANA	,	0.000267533
SALES	,	0.000266949
SAMPEDRO	,	0.000266949
ARAUJO	,	0.000266832
MOTA	,	0.000266598
MATAS	,	0.000265488
PEDROSA	,	0.000264962
OSORIO	,	0.000264436
ALEMANY	,	0.000264027
ACEDO	,	0.000262976
PRADOS	,	0.000262567
AFONSO	,	0.000262508
SEVILLANO	,	0.000262508
FIGUERAS	,	0.00026245
DEL CASTILLO	,	0.000262391
ARANA	,	0.000262274
ROSELLO	,	0.000261749
SAURA	,	0.000261573
SEGUI	,	0.000261573
SACRISTAN	,	0.00026023
INFANTE	,	0.000259762
URIARTE	,	0.000259645
ARES	,	0.00025947
PELLICER	,	0.000259295
GORDO	,	0.000259178
MORON	,	0.000259119
PINA	,	0.000259061
GALERA	,	0.000258769
MOLINERO	,	0.000258009
MAYO	,	0.000257951
DE CASTRO	,	0.000257893
PERELLO	,	0.000257659
PICO	,	0.000257367
ORTUÑO	,	0.000257308
ZAMORANO	,	0.000257191
CRISTOBAL	,	0.000256782
FIDALGO	,	0.000256315
ROMO	,	0.000256081
REVUELTA	,	0.000255964
REVILLA	,	0.000255731
TALAVERA	,	0.00025503
SANTA	,	0.000254621
CARRO	,	0.00025427
LUJAN	,	0.000253978
TRIGO	,	0.000253686
MEDRANO	,	0.000253511
CAPDEVILA	,	0.000252926
RAYA	,	0.000251933
VILLENA	,	0.000251875
YAGUE	,	0.000251875
MAZA	,	0.000251524
ROSELL	,	0.000251349
TAMAYO	,	0.000250589
BAREA	,	0.000250414
TABOADA	,	0.000250414
CIFUENTES	,	0.00025018
CANTO	,	0.000250005
ALEMAN	,	0.000249479
QUEVEDO	,	0.000249129
SALGUERO	,	0.000249129
BERNABE	,	0.000248895
PIQUERAS	,	0.000248077
ANTOLIN	,	0.000247376
TORIBIO	,	0.000247084
FERREIRA	,	0.00024685
HERMIDA	,	0.000246733
TOME	,	0.000246499
MARIA	,	0.000246207
AMOR	,	0.000246032
BARROS	,	0.000245974
DEL CAMPO	,	0.000245857
HERRAIZ	,	0.000245798
BERNABEU	,	0.00024574
ELVIRA	,	0.00024574
NOGALES	,	0.000245156
RODENAS	,	0.000245156
LUCENA	,	0.000244747
MONTIEL	,	0.000244747
COLOMER	,	0.000244221
IBARRA	,	0.000244162
ENCINAS	,	0.00024352
BUENDIA	,	0.000243111
BEJARANO	,	0.000242351
CALATAYUD	,	0.00024165
TORREGROSA	,	0.000241475
GARRIGA	,	0.000241358
MIGUEZ	,	0.000240365
CARRASCOSA	,	0.000240248
BOTELLA	,	0.000240014
RIBES	,	0.00023978
JARA	,	0.000239255
DE LEON	,	0.000239079
QUILES	,	0.000238846
SECO	,	0.000238787
ARTEAGA	,	0.000238554
INIESTA	,	0.000237619
VILCHES	,	0.000237502
MONZON	,	0.000236801
ESPAÑA	,	0.000236509
GISBERT	,	0.000236509
CASANOVAS	,	0.000236216
JORDA	,	0.000235924
ARNAIZ	,	0.000235223
LAMAS	,	0.00023499
VILCHEZ	,	0.000234055
BUSTAMANTE	,	0.000233996
CORONADO	,	0.000233821
SARMIENTO	,	0.00023312
CASALS	,	0.000232594
ARELLANO	,	0.000231484
JULIA	,	0.000230724
PARRILLA	,	0.000230724
CAPARROS	,	0.000230549
PUEYO	,	0.000230491
GRANADO	,	0.000230199
REIG	,	0.00023014
RAMIRO	,	0.000230023
VIVAS	,	0.000229497
ANDUJAR	,	0.000229147
GUARDIOLA	,	0.000228154
HIERRO	,	0.00022792
PICAZO	,	0.000227745
MERCHAN	,	0.000227628
ALMAGRO	,	0.000227394
ANDRADE	,	0.000226868
SILVESTRE	,	0.000226868
TELLEZ	,	0.00022681
